Order,Artist(s),Album,Type,Release Date,Cover Art,Popularity,Acousticness,Danceability,Energy,Instrumentalness,Liveness,Loudness,Speechiness,Tempo,Valence
309,Junglepussy,Jp5000,single,2022-02-04,https://i.scdn.co/image/ab67616d0000b2738d6c2350e437886cafeea984,35,0.14726,0.533,0.7156,0.03739,0.3292,-7.2224,0.07014,127.8014,0.3192
310,The Backseat Lovers,Waiting to Spill,album,2022-10-28,https://i.scdn.co/image/ab67616d0000b27371bdd42995c7b1ee2951ca5d,66,0.32278,0.4724,0.3522,0.25605,0.17238,-11.3423,0.03513,101.3311,0.18288
311,"Jeff Rosenstock,Laura Stevenson",Younger Still,single,2022-11-03,https://i.scdn.co/image/ab67616d0000b2731750e930f27b8960f9698c07,28,0.20054,0.54925,0.47975,0.00015,0.28325,-9.76975,0.0319,143.46425,0.49525
312,Shygirl,Nymph,album,2022-09-30,https://i.scdn.co/image/ab67616d0000b273955f921014ed4cfca00a56a1,61,0.10958,0.69725,0.592,0.01375,0.18243,-8.4765,0.10408,118.51067,0.44415
313,Sybyr,Anti-World,album,2016-03-11,https://i.scdn.co/image/ab67616d0000b2737c462a47cca0a48912bdaf11,46,0.13943,0.72074,0.68916,0.08257,0.28996,-4.38426,0.19017,111.31247,0.25447
314,Carly Rae Jepsen,The Loneliest Time,album,2022-10-21,https://i.scdn.co/image/ab67616d0000b273820e6b8b6fe77bd0e455eb15,67,0.1795,0.70731,0.61862,0.02252,0.09548,-7.00325,0.06085,113.44644,0.58081
315,"Rihanna,Tems",Black Panther: Wakanda Forever - Music From and Inspired By,album,2022-11-11,https://i.scdn.co/image/ab67616d0000b273992a1f56ac5382848277cff2,79,0.33586,0.61005,0.54425,0.03644,0.11277,-7.82045,0.11715,123.39845,0.29432
316,Nick Hakim,COMETA,album,2022-10-21,https://i.scdn.co/image/ab67616d0000b273001f8cca411ebf74f7be0d18,45,0.31997,0.5665,0.6343,0.34918,0.2062,-7.013,0.04826,116.149,0.4145
317,Devon Again,PEE,single,2022-11-11,https://i.scdn.co/image/ab67616d0000b273138ed4c704dd3675e68f591d,38,0.29048,0.576,0.54483,0.00231,0.2817,-6.23717,0.0384,114.58483,0.42633
318,Lava La Rue,Hi-Fidelity,single,2022-07-29,https://i.scdn.co/image/ab67616d0000b2732861b511625fc0556e842f49,1,0.38242,0.7578,0.556,0.01937,0.11824,-9.4176,0.1256,88.2902,0.535
319,Ambré,3000° (ChopNotSlop),album,2022-11-11,https://i.scdn.co/image/ab67616d0000b27374124786d7d5ea5836118c6d,23,0.47849,0.6176,0.44887,0.00695,0.31486,-12.19413,0.22366,115.4114,0.48707
320,KIDZ,Mike Tyson Jab,album,2022-11-04,https://i.scdn.co/image/ab67616d0000b2736cc1f5e0bfb01d183471ca3f,45,0.50407,0.66164,0.57091,6e-05,0.20988,-7.22691,0.1552,110.65836,0.48445
321,Mercury,MERCTAPE,album,2021-08-18,https://i.scdn.co/image/ab67616d0000b2737761f69ca8ba69665deed90b,37,0.04819,0.834,0.505,0.01643,0.18894,-7.60514,0.2213,127.56986,0.42357
322,Roddy Ricch,Feed Tha Streets III,album,2022-11-18,https://i.scdn.co/image/ab67616d0000b273d513f31f1445121235424acb,67,0.07046,0.72087,0.5664,0.00172,0.17835,-8.28787,0.23946,122.5006,0.35875
323,6LACK,East Atlanta Love Letter,album,2018-09-14,https://i.scdn.co/image/ab67616d0000b273e1530b42603367fdb2208d88,72,0.53667,0.57036,0.414,0.00147,0.13403,-10.55143,0.19145,120.34271,0.23961
324,Doja Cat,Planet Her,album,2021-06-25,https://i.scdn.co/image/ab67616d0000b2734df3245f26298a1579ecc321,89,0.27784,0.7605,0.6315,0.003,0.14749,-5.70029,0.09891,123.658,0.54871
325,brakence,bugging!,single,2022-11-18,https://i.scdn.co/image/ab67616d0000b273c148a33ffe0b60d1762b6f37,37,0.311,0.5436,0.6028,0.0,0.20224,-7.4322,0.18424,113.6194,0.6972
326,Baka Not Nice,4Milli,album,2018-08-03,https://i.scdn.co/image/ab67616d0000b2736559159c8eb817a49f5d2ecb,6,0.04881,0.87938,0.38912,0.01409,0.1116,-8.0475,0.25219,125.091,0.27413
327,genny!,8 SONGS,album,2022-07-30,https://i.scdn.co/image/ab67616d0000b273d87c6426d9cd59c429c8fbfc,29,0.47874,0.42238,0.48337,0.21903,0.21826,-11.16825,0.12335,115.97825,0.4292
328,Knxwledge,1988,album,2020-03-27,https://i.scdn.co/image/ab67616d0000b27339d5d182e08f18df9ca86243,58,0.35114,0.5355,0.69436,0.2222,0.30443,-6.02627,0.20946,121.7005,0.68495
329,Weyes Blood,Titanic Rising,album,2019-04-05,https://i.scdn.co/image/ab67616d0000b2730c64e752dec4c08362cc4a88,66,0.6167,0.2879,0.3402,0.23552,0.1565,-11.7021,0.03217,108.7606,0.15513
330,Jail Socks,Coming Down,album,2021-09-03,https://i.scdn.co/image/ab67616d0000b273596a5e6ba39e80e4804b1816,27,0.07083,0.459,0.86464,0.00023,0.23405,-3.80191,0.05721,144.10536,0.43573
331,Clairo,Sling,album,2021-07-16,https://i.scdn.co/image/ab67616d0000b2732624442cf48e4962d1422da8,68,0.9005,0.48833,0.19169,0.08377,0.13645,-17.50433,0.03955,115.19733,0.3623
332,Tiny Meat Gang,Locals Only,album,2018-12-20,https://i.scdn.co/image/ab67616d0000b2733f77e79cb52cf07399b49921,44,0.18525,0.73613,0.71475,0.05689,0.26787,-6.00675,0.20984,123.6895,0.448
333,Tomberlin,i don’t know who needs to hear this...,album,2022-04-29,https://i.scdn.co/image/ab67616d0000b27399e2195ad69bb6ec8a5edd9b,39,0.7414,0.53736,0.27193,0.00641,0.19696,-14.71245,0.03733,121.39536,0.25614
334,Chloe Frances,Zulu Giant (String of Hearts),album,2021-02-14,https://i.scdn.co/image/ab67616d0000b27346babc80864114ed5ae7042a,31,0.51336,0.372,0.36318,0.3728,0.14827,-13.746,0.07795,112.99282,0.27132
335,Origami Angel,Somewhere City,album,2019-11-15,https://i.scdn.co/image/ab67616d0000b273c5547296da4279c0f3a93cc9,57,0.03745,0.5119,0.9254,5e-05,0.363,-3.7012,0.13031,131.4059,0.3269
336,boygenius,boygenius,single,2018-10-26,https://i.scdn.co/image/ab67616d0000b273aaf249e10efa3f8897df2697,69,0.52457,0.4645,0.3575,0.08647,0.15045,-9.571,0.02807,108.2585,0.21067
337,Metro Boomin,HEROES & VILLAINS,album,2022-12-02,https://i.scdn.co/image/ab67616d0000b273cdce39ecb633bea9ef7705a6,40,0.18886,0.66787,0.6298,0.00059,0.28502,-5.8602,0.16105,116.95747,0.28758
338,Palette Knife,Ponderosa Snake House & The Chamber Of Bullshit,album,2021-05-28,https://i.scdn.co/image/ab67616d0000b27329762efdde7dc0af5a01879d,24,0.09759,0.46464,0.797,0.0003,0.13456,-7.61455,0.05686,133.17164,0.466
339,Homixide Gang,Homixide Lifestyle,album,2022-11-22,https://i.scdn.co/image/ab67616d0000b2737ab60a4c49f7938f1d435a5f,68,0.06796,0.6435,0.68783,1e-05,0.2524,-6.37856,0.15189,138.64333,0.28169
340,100 gecs,Snake Eyes,single,2022-12-02,https://i.scdn.co/image/ab67616d0000b273baf1b4e7868c72e9a14b7fcc,52,0.13023,0.526,0.798,0.00527,0.2218,-2.73367,0.25443,159.86533,0.50167
341,Chris Patrick,X-Files,album,2022-08-10,https://i.scdn.co/image/ab67616d0000b2737e5e5b6a52938100103d48dc,44,0.50881,0.58707,0.54264,4e-05,0.13548,-7.90721,0.21927,117.24364,0.44636
342,SZA,SOS,album,2022-12-09,https://i.scdn.co/image/ab67616d0000b27370dbc9f47669d120ad874ec1,97,0.49595,0.59657,0.5407,0.01724,0.19503,-7.85439,0.10264,115.54943,0.45748
343,Pity Party (Girls Club),Hard Times / Bad Trips,album,2022-01-02,https://i.scdn.co/image/ab67616d0000b2736365f4a97a29922f5963e1c6,66,0.53565,0.52436,0.37745,0.17328,0.16834,-11.21718,0.0477,108.32627,0.31698
344,Emotional Oranges,The Juice: Vol. III,album,2022-12-09,https://i.scdn.co/image/ab67616d0000b273e449401758cfa5a7bbffc180,61,0.22149,0.71971,0.57543,0.11004,0.09221,-7.58257,0.07333,116.68729,0.61086
345,Icewear Vezzo,Paint the City (Gangsta Grillz),album,2022-12-08,https://i.scdn.co/image/ab67616d0000b273342636cb6e1e8ffffa2d4644,51,0.02374,0.7734,0.5628,0.0,0.24507,-7.82413,0.28413,139.82253,0.4683
346,✝✝✝ (Crosses),PERMANENT.RADIANT,single,2022-12-09,https://i.scdn.co/image/ab67616d0000b27347084ab5e453c9e85935d3ec,44,0.0385,0.54583,0.73133,0.2227,0.11908,-6.1855,0.05772,139.48383,0.21055
347,"Lil Baby,Gunna",Drip Harder,album,2018-10-05,https://i.scdn.co/image/ab67616d0000b273ce159a3ba2096e13fa9d4b4c,81,0.13225,0.74954,0.60208,2e-05,0.17417,-6.39715,0.26865,134.92646,0.44292
348,Próxima Parada,Kind Reminder,album,2019-09-27,https://i.scdn.co/image/ab67616d0000b273f53b1e3167f82ceab593d370,61,0.52317,0.6692,0.3881,0.0,0.11768,-11.3023,0.0431,106.4148,0.3882
349,"Young Thug,Carnage,Young Stoner Life",Young Martha,single,2017-09-22,https://i.scdn.co/image/ab67616d0000b273c9a1d225364ef0deb7155c18,36,0.2466,0.6175,0.64475,0.0,0.114,-6.5615,0.2181,123.221,0.49175
350,"Tyler, The Creator",Music Inspired by Illumination & Dr. Seuss' The Grinch,single,2018-11-16,https://i.scdn.co/image/ab67616d0000b27303280595fae8116501896327,51,0.26706,0.61233,0.42833,0.23728,0.1368,-9.52867,0.07545,114.92817,0.406
351,NIGHTMODE,NIGHT DRIVE,compilation,2022-12-16,https://i.scdn.co/image/ab67616d0000b273428cea2973d3bea45dcc98ae,28,0.22278,0.56722,0.77989,0.58634,0.17663,-7.12011,0.06418,141.66244,0.16113
352,Zack Fox,wood tip,single,2022-12-16,https://i.scdn.co/image/ab67616d0000b27386296f33a3d9e790358c68cd,47,0.23852,0.7795,0.60625,0.27785,0.0684,-8.54925,0.06918,94.239,0.6135
353,Ab-Soul,HERBERT,album,2022-12-16,https://i.scdn.co/image/ab67616d0000b273940300fd91d0e1ca28ad3dcf,61,0.23462,0.5765,0.67828,0.00132,0.33424,-7.26711,0.24132,105.91972,0.49644
354,SOB X RBE,SOB X RBE,album,2017-01-23,https://i.scdn.co/image/ab67616d0000b2732e7987f4ab4d207a1516cfbb,58,0.10341,0.69275,0.68467,0.0,0.18046,-5.68367,0.3822,155.962,0.5895
355,Ginger Root,Nisemono,single,2022-09-09,https://i.scdn.co/image/ab67616d0000b27336ae64999d6fe3add9976b82,46,0.36518,0.68783,0.86467,0.59583,0.14,-4.90983,0.0531,127.3185,0.72283
356,Duster,Stratosphere,album,1998-02-24,https://i.scdn.co/image/ab67616d0000b2732241587c8ce3d9051f4d4f74,76,0.51665,0.49438,0.50344,0.77538,0.14385,-11.38519,0.07077,116.22513,0.20716
357,G Jones,Illusory Tracks,single,2022-11-22,https://i.scdn.co/image/ab67616d0000b2738bfc38e20e7ebb263feb4100,33,0.01607,0.56083,0.80883,0.5084,0.19567,-5.541,0.08288,148.28067,0.27335
358,"Chance the Rapper,Jeremih",Merry Christmas Lil Mama: The Gift That Keeps On Giving,album,2020-12-23,https://i.scdn.co/image/ab67616d0000b273e007267bf6d83766ec933de9,38,0.3837,0.68035,0.40841,0.00121,0.15968,-9.42712,0.2488,121.31294,0.39759
359,Alvvays,Blue Rev,album,2022-10-07,https://i.scdn.co/image/ab67616d0000b2738f1ebf73130fc32aa3bf2b06,63,0.14291,0.31714,0.80571,0.24446,0.33195,-5.00621,0.06704,138.34543,0.306
360,Indigo De Souza,Any Shape You Take,album,2021-08-27,https://i.scdn.co/image/ab67616d0000b2738be26b6c162ff72ca4666ba6,52,0.11762,0.5562,0.4105,0.02761,0.1515,-10.2304,0.03346,125.1015,0.3401
361,Ghais Guevara,Job's Not Finished Pack,single,2022-12-27,https://i.scdn.co/image/ab67616d0000b2731f4b743495fee2aff6d5faff,28,0.31125,0.56025,0.82025,0.0,0.201,-6.7775,0.24923,104.831,0.629
362,grouptherapy.,Truth Be Told,album,2022-04-07,https://i.scdn.co/image/ab67616d0000b273f04fa5fd94ded3d30c444b01,41,0.18631,0.78929,0.59629,0.0017,0.12283,-6.28614,0.24924,135.75314,0.80429
363,Viagra Boys,Cave World,album,2022-07-08,https://i.scdn.co/image/ab67616d0000b273f77d64b0ee2dc42b32606faa,57,0.1352,0.53245,0.75845,0.11911,0.26179,-7.09764,0.11127,117.60218,0.57784
364,Clairo,Immunity,album,2019-08-02,https://i.scdn.co/image/ab67616d0000b27333ccb60f9b2785ef691b2fbc,78,0.46164,0.56582,0.47082,0.04491,0.122,-9.95245,0.0431,103.33618,0.48985
365,Noname,Room 25,album,2018-09-14,https://i.scdn.co/image/ab67616d0000b273f65df5cd2490bff182ddd2fd,57,0.644,0.63718,0.53964,0.05322,0.16654,-8.70691,0.20358,112.82009,0.58764
